ACM DBLP
42834 25621
5536 18778
3303 1632
300 8265
12089 39226
20165 4620
42058 29405
17987 16518
41972 22163
23462 37932
3322 14485
26251 16292
26023 31585
10834 13126
14634 10539
36424 44243
25999 28886
2584 10757
19111 26181
33342 10586
8690 31188
12246 7204
26366 13708
37529 18949
30378 41043
42790 44807
23791 37714
28961 34003
28375 25919
21284 38677
41271 28027
42887 45563
34820 10896
22498 44239
22653 24789
35403 24504
9894 5323
363 20033
6586 7167
11883 48379
34941 47333
4910 1968
35182 48334
18517 17765
9107 28995
22516 33983
1885 46809
11587 16729
32139 44289
7426 48907
4660 1462
23134 43356
25506 23907
7869 42205
37606 49632
25199 10791
15901 38340
13260 9775
11461 12614
35826 43658
10407 29487
27858 37050
11003 2590
11620 8404
10125 18235
1007 49848
20044 38970
33524 5651
19153 42356
39523 6855
15533 46642
5556 4369
22442 19815
21791 36153
20628 39786
39047 10394
33285 50741
42336 25720
2464 19209
26754 24022
23418 2048
10161 3931
13419 4628
5362 15174
15225 11793
22515 838
12306 8707
30005 41835
724 3053
39256 20887
28250 19449
32752 18387
17329 30640
16556 40334
40059 50866
13963 10739
5848 39109
16391 20177
30193 18197
3694 16625
35967 10566
13382 8571
11862 12681
40299 41758
758 773
25387 35269
40538 39195
21940 26965
3441 21234
2032 34792
32979 40201
31786 23205
15676 8801
23436 21992
11893 23127
7365 12082
10508 46365
5220 32293
18382 40310
38948 24875
12001 7200
22157 41627
21481 24944
1962 13182
34101 2162
27017 34877
23100 35114
34994 2582
42937 47753
641 910
10854 4028
20225 2023
40165 14737
21910 46412
32054 14002
34226 19036
35702 33433
23247 21346
27805 6969
37574 11817
19321 10294
21570 10811
3288 2916
13131 44213
15360 708
9270 19741
31348 2015
28155 29292
32786 31130
2922 41737
41060 14190
5212 2573
1647 24316
2075 3919
39314 20740
8914 170
15739 6867
14326 25369
39300 28585
8055 47602
41691 19387
34551 18104
23687 16843
13101 40745
42615 42004
9274 48443
32251 17389
41015 12278
41465 19470
37056 34158
37666 43937
29156 2130
16001 48611
37126 15250
9604 8019
27837 35102
948 5829
8730 21745
21705 26355
22964 20941
3506 32015
21328 19783
26383 39959
29941 29950
17403 7422
36275 36239
38194 39802
38736 6087
12496 15554
1491 884
37946 10365
17197 9743
21006 28991
8251 27849
32927 1367
10859 2990
19236 8256
254 16315
36212 29531
22880 5965
35232 50033
37928 28681
1246 37073
18599 27015
33047 10472
15389 25450
41372 11596
36230 7674
17757 51078
32975 9901
25364 16495
27308 40949
2840 40854
8758 38598
28217 19908
6529 4627
30920 18013
5571 15601
6020 4743
35167 35385
10810 20303
37323 27349
12122 16318
17497 28678
25043 28945
15005 33950
7386 7518
10894 27427
28850 3708
24660 695
31051 19147
24839 10864
7102 15537
37591 45052
15668 27705
21378 5017
36604 3119
6765 22399
14678 30479
24129 23711
23784 21159
35923 46317
8600 31423
16102 16366
5798 44714
6494 7303
36831 23649
17921 18640
3381 19960
15032 10912
9734 21261
11640 9276
20808 20978
1175 14176
22686 23905
8603 8309
39125 41880
42751 28837
19447 15989
32910 9157
26565 8018
29992 29041
41282 43896
39013 37602
33562 10082
6710 40002
15665 36939
28010 48596
26688 22573
40957 45365
13249 41910
40696 2035
19924 2315
41554 30625
18084 32342
23422 18836
39960 32678
5478 19861
26540 6686
16833 27051
11138 5448
35026 16615
37142 49801
1883 4406
29610 49389
6839 24580
26499 2400
24694 37673
7031 5753
18773 37126
21508 48542
22116 20315
20612 3281
2698 15142
10658 50908
16790 15513
33401 3466
40958 42768
216 12986
1174 14175
11019 43397
28240 46537
12299 4809
22001 45369
21969 2741
4668 12281
13346 2435
18181 11236
8860 13184
37425 38167
8698 20835
35365 26632
12134 4253
34215 5956
36911 34724
8906 28722
287 5161
33769 13754
30073 36721
12008 35556
37602 42618
27213 50668
168 25620
23615 20132
1428 37916
21587 4901
8432 13724
5366 570
13678 36773
13972 44230
27239 41122
8661 18738
10662 43364
36185 30291
6441 39196
3047 17689
5251 26
30200 11057
5604 18911
29918 36420
14695 20698
6579 35833
6981 26618
14110 22619
32235 42872
24164 36002
41851 48829
4007 136
278 7138
27971 38839
35810 47074
32051 36243
28838 27241
14029 27575
4169 21
32511 20158
12403 18187
23612 41713
5874 7095
11349 5319
40272 19750
16029 29191
4377 16885
39973 16905
17422 4657
680 6225
21425 45775
36705 26968
1382 382
10513 17467
32936 29813
10126 14814
34877 8575
30410 35512
26872 2255
7335 14651
732 20538
36251 14771
41735 38282
31689 41304
39825 18291
13563 36936
10319 1831
29188 37324
26647 11734
5267 30271
1232 12409
24537 13599
11768 1515
13324 48994
936 9563
16849 8206
9152 21687
23383 35368
23144 49445
1749 16922
41706 20234
17408 24928
31652 10073
21581 30464
17659 46210
21234 39771
243 7508
23909 12947
2028 4714
9543 45364
22896 47004
38148 46237
41486 13475
16197 50887
24043 37411
5429 14270
6947 24811
26503 35187
39229 1301
5469 7213
7685 15644
21450 24796
12592 51504
41279 51157
2461 23288
7033 8902
8335 19939
15959 5691
10622 22563
9954 16019
6875 20276
20726 39660
9977 51280
22623 8906
33605 49991
22850 26221
39788 12749
8753 12307
38358 17648
40963 29899
42430 33031
5544 15690
4118 14228
14598 45939
24800 863
2528 42046
19974 21951
9156 5237
31565 51277
19737 8893
25203 21875
34596 9486
38852 47043
1497 13324
14952 22354
18157 22152
19907 21566
21280 22735
8723 37999
30664 15042
8206 11443
19608 17084
6639 31766
19023 8665
37499 8843
3664 19810
10461 27044
199 1466
13064 32905
36301 2806
18871 25136
30986 36532
21024 22945
8263 41269
19990 43022
32118 6999
5976 5105
21322 24164
18136 753
26363 6952
28003 34890
26104 37857
17208 11739
14285 35877
6915 5205
24498 6385
9735 5367
27993 18556
5008 29677
5856 286
27333 9193
3870 21343
36612 15135
3478 29371
8353 15086
40903 33306
27100 46683
30559 19179
13974 589
8313 27050
5297 2643
8852 4907
39369 20768
17262 11170
24701 31523
23297 32913
5755 27320
31871 17925
34881 38112
25127 947
13785 50292
3833 10670
21353 35339
38457 34228
7032 3524
14213 5056
31418 9651
26195 14222
13738 5761
36715 15603
41252 23420
29671 33381
20573 21139
5661 3690
7282 1761
1663 5784
25462 28109
5904 1673
21261 5057
30310 49280
20108 6286
18845 18444
10950 26804
6018 491
6948 21778
14263 3459
4132 2265
1301 50686
14223 11470
35066 48460
10269 1392
15008 15306
10044 3456
9352 1550
5740 2708
10374 19220
26734 2664
13737 45524
4705 6703
34175 25523
32180 364
1300 129
12317 46370
25947 43537
592 660
12563 35780
22782 25229
16381 34063
33432 29818
13802 7051
12283 12573
36759 41502
37774 17946
2787 4545
23071 28827
3204 2833
10889 39552
54 5182
2276 1593
40073 23369
20534 9884
30123 32769
27301 16671
33975 34039
35924 13476
32158 24823
4055 29545
9251 35818
7902 3392
24867 19701
6486 7130
3374 3122
17183 10944
28087 11706
39765 36093
21946 14269
16618 42298
29752 10523
18938 10533
8149 19075
25974 46334
33611 12974
30259 49979
11406 9297
29207 45410
10340 23110
39270 2098
37306 23383
42361 36442
35373 39251
1793 3625
36407 32857
21052 28936
41444 49963
6918 3339
29667 5811
6035 22771
2396 3505
4378 16886
42168 14038
29183 8440
11699 1874
26800 31380
29397 33350
18054 35984
9319 22719
10979 35686
36631 33537
35901 26772
7197 11600
39435 33438
32386 42956
17798 20382
20773 15997
16507 13485
4414 10579
36651 10909
37305 23382
26869 8378
27055 45602
24328 20881
31194 23539
42991 28283
32561 26356
31500 17478
36264 46617
17528 48420
407 2861
35945 5037
20320 18720
22502 47959
17998 16918
36707 47423
19170 27363
24856 30060
20432 3622
18325 30616
14602 29036
36728 39788
7257 8920
29586 42325
20004 50643
42825 29244
26341 13137
22071 35280
29128 26885
5871 12792
3468 1614
29723 49861
10863 13385
41200 11396
42147 3927
33148 30502
16616 20395
4886 25396
3649 21683
28682 40410
16084 28401
35503 4631
32922 10767
11116 41051
14315 36203
28255 30012
1372 9280
33325 49765
5930 3397
14943 23449
9904 23398
14215 21928
30220 16831
14595 51579
37037 27548
14897 37231
21367 384
5692 4092
20634 36346
40007 29801
33626 32785
15039 2503
42401 16624
23713 43765
27165 27361
26358 45427
4181 4748
25163 47832
10703 23363
34707 12676
13000 32386
9482 29043
29245 244
11734 39656
21150 17805
25543 34356
4195 18669
512 7081
40087 30134
10720 28544
18645 20685
16489 13104
25944 2281
4742 598
21646 16280
36134 49820
23104 16724
27719 34298
14670 1588
24675 262
14065 3078
2755 27708
18011 562
15107 9429
42539 17662
28854 45467
10942 47643
40384 47563
15434 14670
4490 1666
29099 10982
7598 2365
2306 23912
31004 6157
4617 808
16090 20111
23103 16723
22002 45370
10116 305
13810 35335
10236 21965
38069 20190
10822 50631
12100 2983
18110 28071
14906 8963
41897 18593
18303 26763
2608 13846
42261 28189
37722 8910
35103 30175
40623 27395
14343 23987
10186 11521
15273 12712
17516 15478
39756 12565
31532 31179
26910 46740
12785 10898
20686 26477
4150 50471
2148 12072
32683 29977
20066 9594
35521 30362
6829 10891
12182 27682
9123 6524
42946 49133
3926 5789
14226 24051
41930 27069
15459 17702
15335 25741
2005 16065
3130 8090
20234 8690
26845 29170
40633 45541
6626 9691
26827 30717
11650 17988
19239 9373
32305 18096
3859 12655
14507 48383
35848 50774
22422 48401
3691 21310
21675 51127
23796 39014
19419 45360
35993 25368
4318 15314
11102 22217
4989 805
29415 6112
19152 43575
30364 12990
21522 15069
8382 2353
12584 13247
23259 33795
23306 41191
19604 1398
18990 1929
29910 43522
29803 36839
28184 50918
28830 44130
24547 16864
27720 15958
6399 1658
6305 34522
13504 19176
16750 30187
6243 22738
7984 12701
22745 30150
24261 21480
670 30202
7809 20744
37325 26210
31727 5388
39486 51445
31797 37989
16293 25780
16962 32284
14539 26334
1852 7566
21112 7586
112 11758
13834 20540
15694 6212
38733 49932
19284 16580
23823 12364
17835 8807
31413 30902
35886 13935
23868 5694
26751 51423
20476 2751
30017 39468
32025 25316
13769 13773
20499 7336
7724 14163
42357 15198
36765 36830
11875 25600
12858 23766
36806 22485
33786 23592
10049 11101
12236 16110
31821 14153
33823 14640
6773 103
1783 13608
34015 49618
19244 9252
15173 1834
12083 1071
10232 10503
15430 14669
25258 1693
33338 38478
21403 35260
11970 10942
15810 28982
5027 21405
3238 2222
9426 34647
6475 10452
29833 34707
19971 46695
18679 41332
19554 224
1858 17968
24355 15166
4875 1832
38638 46361
19405 15565
16858 25729
38907 35057
21215 27529
15356 51057
14132 26981
40902 33305
29177 34434
1880 10111
1090 4975
7140 15014
35218 26349
17997 26111
10768 25029
11097 6980
40134 14913
42135 40742
2996 32308
9188 9185
28282 41045
28294 17283
591 29861
23664 2465
28802 6120
24296 28808
9698 21152
29387 42177
1755 6104
32236 50340
18062 1013
29970 27309
35422 42041
10774 17022
22720 33677
28068 9706
4575 7569
17591 24726
5978 5106
26216 46886
37553 32487
7078 44489
21407 2920
40891 46551
38982 612
4732 37554
26324 2757
27863 22051
10668 41938
26887 20424
5838 8263
1763 13146
30945 6781
5178 8252
8125 32729
40395 8453
34989 46997
38326 19115
16739 10803
24703 4352
3826 4130
19668 50840
705 885
36335 12477
7584 19671
7964 10169
22224 8425
13618 14472
26829 10486
8771 10048
31217 22037
37097 39796
23509 20889
13202 43636
9026 3359
41005 48811
32746 35461
16045 9106
35449 17761
36250 14770
26241 19154
10891 9595
2091 18562
19806 5202
10644 2403
31705 51351
41602 33758
34726 31111
4876 26080
22764 1236
13600 2604
42101 15591
35989 9770
25431 10495
12026 48988
22801 7452
11649 10930
37908 29582
23148 49315
19865 29106
246 7511
12735 18728
33001 48268
14451 9987
17089 49929
4542 2709
19727 4313
1260 29926
21099 8077
2659 1158
9932 427
10998 31800
18687 14747
21714 47953
31181 23621
21157 29137
35818 43509
29649 15587
18688 14748
22952 33996
2048 16865
5988 30618
15593 5076
39758 27240
22702 12115
20495 29814
13185 35711
25165 3034
34697 38666
27291 31219
22359 44340
29147 35670
13741 15078
42032 34325
41549 41406
1202 4837
24092 25046
16482 3753
7084 41640
37349 14789
34482 38828
34407 50135
40977 46032
3223 1959
30202 40189
247 25827
30729 40669
33653 22826
16682 35492
26937 45090
9770 35702
10015 13866
39753 23448
22559 28135
36405 20856
6754 20950
25792 9924
7071 1203
7728 16226
31275 18308
22564 46885
34738 23430
7457 16084
28950 26350
41146 18146
32904 13821
23061 23345
37668 50780
24135 18748
19037 2331
3158 13199
25326 8525
4642 13037
16593 44360
14845 40381
40039 13564
41169 9343
24375 38480
4754 38397
21554 29706
1488 166
19448 15990
8896 37175
34911 42888
6405 25717
440 922
9612 26872
15775 14078
14144 5569
1259 24112
344 44945
22711 22294
24494 42153
3686 8465
27442 12056
7596 707
5999 7045
41646 41286
29784 14842
15336 25742
41924 30746
21169 11069
1863 2167
31808 41705
16038 29200
36863 30473
23440 35017
40291 37579
31482 34826
42469 25176
16629 2058
5773 40136
36052 40220
30087 9359
1369 19126
1471 12258
25639 15913
14127 5188
20405 15777
17130 15104
23288 25490
25267 48433
32374 29821
24465 25298
39580 33845
41296 40558
26232 12513
30203 39658
28582 42198
21637 24508
6314 19432
7752 40324
289 26678
19720 4052
41306 51023
26484 3486
28516 5383
23292 28033
35694 34968
24548 3678
41703 23022
19415 16447
22067 20222
37619 26707
20475 32642
8467 27086
23153 41840
16221 36828
6119 40243
8400 7063
33762 15784
1695 14966
29430 35299
13556 34860
37880 47102
7937 45263
91 2151
11519 9927
37882 14169
26870 20963
26014 2912
33041 3403
7133 39563
31534 3712
22548 28342
20081 39174
24659 694
42033 34326
36642 19685
20463 42125
41231 28317
32004 38696
32211 49211
39893 49567
2645 16188
18114 11237
604 1448
11262 27969
17552 27973
19651 39859
8249 25425
21852 37472
11827 16908
9205 11858
12581 26892
605 1235
27836 38139
32393 21847
974 46344
569 47785
24971 7783
10233 13447
41199 29526
32507 23638
11997 10652
13548 25612
42206 15845
42909 3041
1922 4415
16062 20010
37603 42619
10573 43902
7194 23499
40967 16738
1309 603
18772 6449
19470 260
20437 23759
38693 1184
3073 20127
8614 20013
34295 38887
19523 46937
28620 1798
38716 42318
23609 31731
3214 21809
32411 20913
40316 24256
10416 17632
41707 4869
31919 45512
20558 28980
9371 5379
12277 12268
18852 1669
11050 8697
12094 43444
29779 22117
31806 14479
40343 2310
36105 29994
767 517
11123 7506
8988 7282
19512 16220
1541 1680
41934 50559
15708 22189
5732 12593
2373 31000
10709 39434
31946 24743
27049 25392
40365 5515
37990 26978
25505 17029
14251 24930
7285 14726
40704 40309
25019 32312
40630 40718
1740 40259
25955 40457
13838 5988
40922 1885
16297 34236
11655 20537
21078 5534
3067 39871
15704 49811
27847 40350
14303 19335
3900 14023
32711 20985
35625 34174
13792 11951
36379 23027
4818 36681
23583 13252
1310 27854
21376 23035
34955 37446
20840 10709
24401 12232
3113 1311
8495 10319
23955 41369
32129 25840
3340 50087
28877 11602
7646 47874
10924 7031
8281 3377
1417 28230
35745 30083
13019 2091
39119 3216
42703 47840
30997 20503
7980 43800
5569 6258
32144 15796
3037 31030
9339 47490
23631 8923
11774 42074
12349 992
5901 3909
8702 41909
35020 25293
29499 39441
17005 23199
18539 36114
7849 2468
25633 39408
12049 17908
21423 48214
37312 32375
22298 21210
21841 23985
21870 47988
37367 41330
28151 31697
10734 30984
38122 49453
3292 5117
11221 34867
21103 19216
17577 18878
42666 42966
16664 36478
22462 44845
22320 44319
22432 10562
16922 47801
42998 21788
662 3846
27084 6202
340 8158
41198 26390
25365 40737
16226 13245
2633 35681
15695 27144
20202 37940
34783 5232
36737 4096
35368 34163
7399 45488
32594 28091
42001 39747
41684 49411
18158 6971
9014 4372
1085 48731
12342 8903
6607 40169
27467 51355
30124 32770
29790 41413
31232 17493
32517 9346
24034 36411
23931 24866
18632 49207
27830 21913
39981 19847
14635 15804
35291 19046
21805 19132
11273 13522
8500 9722
21891 37610
31277 38915
14508 23645
25674 17345
32697 31441
5884 10379
1870 42361
2170 390
30926 18020
38333 22891
29214 27057
856 8411
21978 13755
35463 1852
29838 19633
23864 22269
20250 21059
36687 12864
25690 31033
26080 38805
33128 26184
3391 3452
33741 4381
15570 4752
34952 37443
30084 16588
28467 14382
5293 32185
6853 1100
36780 44402
33815 33601
19712 31493
19506 36519
25322 8521
12917 12113
14545 964
5191 4562
30429 13895
1384 340
14914 12815
27344 37494
20386 10105
18258 43262
26211 43666
40941 17085
959 1536
7241 9849
7389 47
14485 1766
26042 6683
459 621
25395 37780
1951 20524
25951 39648
36042 34834
7612 18476
40652 48530
42715 10986
36036 5497
313 1975
9443 43334
26879 16412
41430 32500
17754 42070
17816 42786
33642 24553
4905 6265
27711 19108
3475 14487
734 6244
1656 32154
14946 23497
18902 34820
22910 48776
2965 2467
37491 13083
5210 38596
36048 40216
2213 29907
6212 31779
38872 17217
26731 13552
37501 32613
20100 34778
5938 33313
12690 3275
9253 3859
38507 31599
7207 14158
32682 29976
16466 30578
21565 27986
25366 12566
12125 16320
21018 28447
28367 21715
30654 8736
3255 37633
22602 12313
3612 24419
19935 32036
22862 21416
16946 4647
8293 41576
11402 3239
29697 8947
38215 46173
1362 2040
18179 48232
20918 39541
10127 3687
8436 79
21512 43350
34670 43826
11335 28944
16692 385
34490 21302
15111 40679
11152 3419
10539 5376
19050 2896
37828 20556
5463 4564
27511 33446
16982 30354
10636 5598
18656 8667
22097 48735
26598 47340
27570 44169
20326 21256
42320 38733
34795 2854
37816 6870
24954 3395
791 2683
5475 30351
23357 33380
5415 28731
11630 46641
11421 217
15001 25807
27566 35673
9796 23272
15689 42959
19782 10635
27878 25478
14374 12064
40284 4765
24915 6521
37203 3906
23363 45446
37588 30483
708 394
7485 4579
42324 20398
7377 35149
12365 11340
30157 23661
29414 29440
30328 24659
29354 10253
28526 41891
20777 42903
16487 35967
1040 39055
20849 24345
22996 18920
9382 31624
37032 27542
11475 13836
21354 23516
29789 23820
10794 17787
34385 20318
19721 20592
28900 37507
31320 45780
35128 37152
12375 10247
21518 5737
14060 5907
23020 12024
4869 50268
42080 20210
9359 36654
41633 4023
10783 12673
29840 48170
10661 22873
32357 19009
31127 48451
24887 19991
16176 28416
18273 9886
24574 36551
31118 33903
39810 19007
8544 35718
25781 45108
14243 26975
9038 24039
23809 9692
36558 24765
10674 40493
11083 25477
252 937
36497 31674
26983 17016
2998 32310
35725 31375
15144 39010
15390 11955
4174 14151
4877 1610
25390 12174
10574 31383
41292 19245
10188 29999
12566 23552
10546 37510
10252 34782
1807 6805
36526 35882
5610 44191
18435 22171
4433 11099
420 16789
3981 26697
31290 36674
21854 37474
15687 48154
143 12071
2474 33414
15208 36230
20083 42426
8526 39490
12906 10593
17141 31039
14117 37749
511 33689
21474 10198
28012 48598
38151 45036
13449 30306
25357 11989
15885 14225
19625 19575
32115 44039
31465 18991
29408 29435
33683 19942
20793 21798
31577 40627
26696 26641
40971 25589
38376 43174
32243 25547
15415 12595
16378 20582
11023 33984
9907 30722
24116 25836
32377 21562
30179 5184
42974 49954
5543 44716
25142 8163
36451 14394
23429 46541
29279 13587
2941 100
36465 8328
8204 7235
41696 50312
17243 15819
2115 43699
6976 11676
33346 33736
28629 40952
39851 12786
15659 17936
24076 7974
19076 26137
36254 6913
34437 21620
13375 35698
35975 9257
22965 34993
7434 38376
11725 4392
4781 5346
42296 27736
15906 17206
30657 49357
25754 3868
33890 28016
20662 23659
11197 6111
6045 20637
15964 19780
4432 7456
7070 6168
35401 2059
12942 45852
16787 15072
908 3513
22273 43504
11410 46644
34747 35425
28170 9839
12529 10431
33516 24222
15841 17326
4277 4297
23858 45047
40568 32562
6173 14731
30275 11532
39481 42143
10801 10744
7593 11308
33311 35600
1664 5785
18426 1786
3614 17831
34647 19021
14077 35175
1781 1400
19242 31798
5348 527
26062 24393
5797 44713
19577 24231
34848 50762
4427 29887
26178 45203
8264 9632
9685 16046
20407 22030
496 13957
30660 14818
17615 19074
1820 18142
2837 15974
39548 49852
19131 36805
24422 28917
25565 48872
26196 2918
4890 25400
11751 8884
13771 22301
26156 11371
27779 27975
13797 30062
31350 13579
23541 1498
8650 6051
35056 42995
7092 36295
16110 10463
14592 33533
8069 4217
2317 1319
28600 47131
33214 39526
34512 33062
24230 6088
39900 7839
6900 422
37754 30340
19263 27000
4970 33133
30704 11321
5080 33386
7838 4961
15026 15934
30694 18297
42155 30016
33360 26300
35019 34781
27562 15723
28152 31698
18175 10935
26203 25163
22330 49584
4344 39393
22641 44928
59 12599
10641 37083
18323 6883
6800 11957
2340 27364
17478 16513
11425 48340
16808 40921
14571 46318
31095 40456
15127 25273
42749 34964
38884 34764
41878 30247
31716 40769
17551 35394
38485 19719
4468 12970
21301 42191
31246 9158
31292 23243
16294 3624
12117 45761
36798 12076
19736 8892
4911 15082
27820 27464
4807 33445
14481 9286
35082 33697
22842 29771
38139 26538
6984 26655
40339 2210
16336 6196
19754 6159
7831 6496
1569 1728
42787 34451
1799 3401
11084 35529
25575 50270
16519 22187
19896 46014
9501 27987
11720 4387
29204 8257
10244 15809
36640 10483
13803 6146
24684 1906
20189 14072
25247 23915
1924 23838
8740 2894
38219 21121
28190 39784
37408 11745
26625 50035
17829 20153
5396 20125
41571 2646
28031 16853
42667 42967
31984 47815
39702 36696
21649 20336
24362 26440
31148 24689
34423 53
4827 15077
38144 74
33144 51152
14657 50138
5474 67
23452 16148
3721 6285
38492 13470
22089 14020
26029 41382
19388 22547
18856 37723
31156 30025
963 7741
25658 49794
15662 18135
21739 2536
25846 38471
20219 29784
30497 11992
5721 25932
34305 26261
4484 829
14237 8082
18693 50634
21717 23721
11856 6323
13021 12552
37356 40655
8558 50904
32883 42450
39587 36781
13776 36332
19594 17403
15545 13731
38237 20778
32310 21397
10711 9104
21804 19134
24508 24420
40985 26085
34364 11450
37532 4215
25963 24949
30679 48806
27673 7086
12834 685
31248 9160
23683 40684
22283 38644
7154 6769
29187 4908
39145 31892
6099 30416
18381 22342
21802 24630
14986 16325
29441 43602
15407 18331
15859 1214
21527 27126
28177 20338
10463 878
10036 12160
38006 30915
14269 20944
10445 9126
32939 8846
837 2529
31136 16141
12992 4003
39890 49565
5454 38484
16920 32701
30732 40671
29776 27480
32149 26103
23888 917
42745 29811
21507 36421
30526 49417
24793 20476
20101 34779
40690 43844
40338 2209
23729 12341
33209 27373
3220 4560
35520 48196
26286 17336
34382 11587
25193 42850
13955 16497
41988 9282
6537 2908
25659 49795
16518 11252
32002 40526
4918 16051
9749 12105
23457 37931
19785 44433
1303 11324
34267 39864
22301 29464
1691 21040
31311 31235
6388 18518
27515 877
30848 29793
710 21709
11459 12611
16224 1617
36029 46836
13983 34734
41082 30061
42907 2574
11574 48028
23994 50772
38921 48036
37120 16478
2712 15744
34190 27997
10184 32597
4756 1893
17994 45016
36035 36718
14439 13545
11899 535
41429 17179
28809 26254
10069 34512
2866 15772
22094 47505
41926 23055
14019 36842
5394 2152
21770 9655
22871 46026
14934 13557
16103 20561
29614 6364
18597 14069
8841 33437
14732 11265
40319 24259
34990 18451
14165 25264
38324 48924
22733 5802
34389 8641
5866 20431
7503 15604
35934 599
28158 31703
22369 37606
26987 8818
40269 37609
7875 6875
37101 50624
30015 1091
9294 12107
4100 36296
21269 1460
25949 43538
27086 39829
19964 42563
35985 25083
18359 7388
34502 14923
19040 32041
12175 39911
13306 6895
22999 44739
30707 29355
35203 6308
20820 40108
37084 33087
23360 26593
17111 26453
26862 35138
24071 45474
30077 30550
39322 28654
39885 27988
30340 14399
19687 20196
38833 31888
33781 36265
20913 9302
33439 17714
25398 38349
24384 37199
11136 47622
26333 939
1723 16457
27580 20719
9845 93
15097 5552
28372 8765
10055 35696
38788 41797
32415 7721
27192 28551
31013 51363
29935 17427
8175 20331
39052 7660
31435 39297
19430 45097
7579 22691
3568 9101
3792 38446
22528 42037
3935 10800
34887 16050
6398 12233
16731 22150
32043 29356
14525 26622
8879 46704
29551 38858
11437 47580
20200 18725
7951 10283
2685 8933
39745 43825
31171 28258
5601 7380
25204 10462
18256 37536
19197 26482
19051 43933
9844 23322
1779 18500
29627 45076
3131 8091
1775 31338
11351 18666
4265 541
27763 43833
19221 8551
42672 45217
24415 46905
40318 24258
6248 47021
9703 50547
27572 1683
5213 43651
28562 6812
9119 27735
7977 44979
25991 42228
30256 42707
28753 40190
4638 13402
13705 26650
384 4541
14729 42182
7384 16025
42006 40421
4419 20523
26224 18025
35548 17246
20563 29600
15119 23104
3659 1521
7444 8871
18582 37859
26728 5893
7617 12270
14843 46327
16369 33355
15969 36431
3437 271
25006 25194
19462 24724
18527 17775
24469 41437
29962 48042
2094 196
6006 37719
24038 22319
41241 628
6409 10423
40021 16979
37346 20373
34862 12193
938 7739
23627 9459
19121 23662
7489 49474
35696 34970
33746 36821
42853 48332
10025 44886
23255 21678
14978 25359
25071 11629
36596 41240
12940 37220
450 16186
15405 6259
22577 7731
23969 23524
28409 44740
36089 51401
26074 38508
9955 13735
11951 2570
36192 20712
39133 5378
1959 6204
16323 18467
20676 7820
14033 9507
10115 304
32338 11119
19367 24994
11821 13584
27355 37104
11168 1809
6147 26031
16210 33270
482 8339
369 6911
40101 47042
19484 24905
34605 18405
39111 31045
22771 28158
23415 28370
23849 17038
3170 16165
14814 26783
27262 44656
30208 9641
39080 39699
17980 33666
37267 34868
29221 7560
39966 3323
30671 3431
876 24123
5793 1200
22056 50484
5371 12868
555 716
19837 49198
2110 32850
42479 30429
1748 319
1293 1278
14966 32502
27181 3443
32102 35647
8827 3340
9995 9646
13813 35338
9355 3477
23231 9868
15804 22567
42392 32208
37613 39488
12428 20232
7258 25767
999 44670
31137 39492
11161 23564
11238 34914
8700 44521
28355 17249
26429 29172
3585 1327
34950 25873
23587 31737
32956 26377
22777 8065
18322 6882
19233 5126
34983 47190
16477 41665
22924 36496
4179 50712
26659 30242
120 1352
14208 33000
25957 40458
38141 45786
22316 25159
9721 24479
32022 18239
4220 2052
20291 35091
17285 9093
32356 19005
10008 23122
23906 8166
21237 14257
5622 40119
13470 39238
34589 30661
26304 33880
22873 1656
35101 18768
27933 16045
1023 3003
26101 25384
34051 25512
33736 34579
34083 32258
122 21408
14447 29808
22004 34097
37170 24109
19450 42436
31512 12248
6698 4250
15265 17154
863 37184
26131 9256
9766 2298
27809 16078
9707 31856
946 10460
1619 17299
29540 40519
34045 19505
41776 37928
11684 14736
42860 50543
40734 29065
22872 13980
868 206
22817 31922
41873 40369
24325 2974
9002 45871
42543 8048
13628 17014
28631 5554
15002 24816
9421 12779
11793 28043
9665 16215
24085 31147
42980 15952
228 40066
37350 47945
4493 44921
42264 8664
28746 36377
8569 48488
9875 7986
9767 30978
38306 29322
34573 47119
26509 28998
5800 28138
27807 51335
11359 3104
42053 33861
35376 39254
7721 24498
30723 45032
1381 2125
27685 11403
40994 34614
40382 2742
42179 9197
39608 36747
42295 41272
15833 36975
18074 14937
29888 22633
41932 34251
28924 13978
34993 20452
6060 4684
832 29328
41940 41199
15426 46593
20342 49194
38642 22721
7185 29182
17584 3156
3829 870
35799 42398
1319 859
30995 29998
18937 18383
8415 13885
2211 30957
25213 47442
14951 30737
5972 30608
19118 11350
14071 38766
32662 25035
14806 6492
28814 26628
39253 49017
6815 23636
41648 32427
29295 36920
7750 19445
110 1095
20602 50573
39903 50323
11458 14805
35550 9490
16524 18112
38290 9847
31881 35836
34160 50393
22931 23310
2069 3916
28652 13589
5174 6063
34867 12936
3358 8127
2314 47029
8821 6399
38143 24609
33830 28506
19166 9332
8240 38659
5509 3570
5090 16121
12114 35341
38758 48077
25453 42760
24000 12839
8928 9625
18390 48325
7706 45828
42661 32865
12103 31738
32404 25958
23268 46228
16742 6441
15280 38625
19063 24807
34453 30540
21072 11050
17630 31835
21270 11982
24201 30631
39572 13055
31635 9049
4269 12843
30606 23374
24466 30748
1429 1142
10515 9755
26661 33770
23154 30027
